KOG,"Kodiak Oil & Gas Corp (KOG) Prices, Dividends, Splits and Trading Volume"
KFX,"Kofax Ltd (KFX) Prices, Dividends, Splits and Trading Volume"
KOPN,"Kopin Corporation (KOPN) Prices, Dividends, Splits and Trading Volume"
KOP,"Koppers Holdings (KOP) Prices, Dividends, Splits and Trading Volume"
KOS,"Kosmos Energy (KOS) Prices, Dividends, Splits and Trading Volume"
KFY,"Korn/Ferry International (DE) (KFY) Prices, Dividends, Splits and Trading Volume"
KRA,"Kraton Performance Polymers (KRA) Prices, Dividends, Splits and Trading Volume"
KTOS,"Kratos Defense & Security Solutions Inc. (KTOS) Prices, Dividends, Splits and Trading Volume"
KKD,"Krispy Kreme Doughnuts Inc. (KKD) Prices, Dividends, Splits and Trading Volume"
KRO,"Kronos Worldwide Inc (KRO) Prices, Dividends, Splits and Trading Volume"
KVHI,"KVH Industries Inc. (KVHI) Prices, Dividends, Splits and Trading Volume"
KYTH,"Kythera Biopharmaceuticals, Inc. (KYTH) Prices, Dividends, Splits and Trading Volume"
LLEN,"L&L Energy, Inc. (LLEN) Prices, Dividends, Splits and Trading Volume"
LZB,"La-Z-Boy Inc. (LZB) Prices, Dividends, Splits and Trading Volume"
LG,"Laclede Group Inc (LG) Prices, Dividends, Splits and Trading Volume"
LTS,"Ladenburg Thalmann Financial Services Inc. (LTS) Prices, Dividends, Splits and Trading Volume"
LADR,"Ladder Capital Corp (LADR) Prices, Dividends, Splits and Trading Volume"
LBAI,"LakeLand Bancorp Inc. (LBAI) Prices, Dividends, Splits and Trading Volume"
LKFN,"Lakeland Financial Corp. (LKFN) Prices, Dividends, Splits and Trading Volume"
LAMR,"Lamar Advertising Co (New) (LAMR) Prices, Dividends, Splits and Trading Volume"
LANC,"Lancaster Colony Corp. (LANC) Prices, Dividends, Splits and Trading Volume"
LDR,"Landauer Inc. (LDR) Prices, Dividends, Splits and Trading Volume"
LNDC,"Landec Corporation (LNDC) Prices, Dividends, Splits and Trading Volume"
LSTR,"Landstar System Inc. (LSTR) Prices, Dividends, Splits and Trading Volume"
LCI,"Lannett Co. Inc. (LCI) Prices, Dividends, Splits and Trading Volume"
LPI,"Laredo Petroleum Holdings Inc (LPI) Prices, Dividends, Splits and Trading Volume"
LVS,"Las Vegas Sands Corp (LVS) Prices, Dividends, Splits and Trading Volume"
LSCC,"Lattice Semiconductor Corporation (LSCC) Prices, Dividends, Splits and Trading Volume"
LAYN,"Layne Christensen Company (LAYN) Prices, Dividends, Splits and Trading Volume"
LCNB,"LCNB Corp (LCNB) Prices, Dividends, Splits and Trading Volume"
LDRH,"LDR Holding Corp (LDRH) Prices, Dividends, Splits and Trading Volume"
LEA,"Lear Corp. (LEA) Prices, Dividends, Splits and Trading Volume"
LF,"LeapFrog Enterprises Inc. Cl A (LF) Prices, Dividends, Splits and Trading Volume"
LEE,"Lee Enterprises Inc. (LEE) Prices, Dividends, Splits and Trading Volume"
LDOS,"Leidos Holdings Inc (LDOS) Prices, Dividends, Splits and Trading Volume"
LII,"Lennox International Inc (LII) Prices, Dividends, Splits and Trading Volume"
LVLT,"Level 3 Communications Inc. (LVLT) Prices, Dividends, Splits and Trading Volume"
LXRX,"Lexicon Pharmaceuticals Inc. (LXRX) Prices, Dividends, Splits and Trading Volume"
LXK,"Lexmark International Inc. (LXK) Prices, Dividends, Splits and Trading Volume"
LGIH,"LGI Homes Inc. (LGIH) Prices, Dividends, Splits and Trading Volume"
LHCG,"LHC Group (LHCG) Prices, Dividends, Splits and Trading Volume"
LBY,"Libbey Inc. (LBY) Prices, Dividends, Splits and Trading Volume"
LBMH,"Liberator Medical Holdings Inc. (LBMH) Prices, Dividends, Splits and Trading Volume"
LBTYA,"Liberty Global plc (LBTYA) Prices, Dividends, Splits and Trading Volume"
LINTA,"Liberty Interactive Corporation (LINTA) Prices, Dividends, Splits and Trading Volume"
LMCA,"Liberty Media Corp (DE) (LMCA) Prices, Dividends, Splits and Trading Volume"
LVNTA,"Liberty Interactive Corp (LVNTA) Prices, Dividends, Splits and Trading Volume"
LTM,"Life Time Fitness Inc (LTM) Prices, Dividends, Splits and Trading Volume"
LOCK,"LifeLock (LOCK) Prices, Dividends, Splits and Trading Volume"
LPNT,"LifePoint Health Inc (LPNT) Prices, Dividends, Splits and Trading Volume"
LCUT,"Lifetime Brands Inc (LCUT) Prices, Dividends, Splits and Trading Volume"
LFVN,"Lifevantage Corp (LFVN) Prices, Dividends, Splits and Trading Volume"
LWAY,"Lifeway Foods Inc. (LWAY) Prices, Dividends, Splits and Trading Volume"
LGND,"Ligand Pharmaceuticals Incorporated (LGND) Prices, Dividends, Splits and Trading Volume"
LLNW,"Limelight Networks Inc. (LLNW) Prices, Dividends, Splits and Trading Volume"
LMNR,"Limoneira Co. (LMNR) Prices, Dividends, Splits and Trading Volume"
LECO,"Lincoln Electric Holdings Inc. (LECO) Prices, Dividends, Splits and Trading Volume"
LINC,"Lincoln Educational Services Corp (LINC) Prices, Dividends, Splits and Trading Volume"
LNN,"Lindsay Corp (LNN) Prices, Dividends, Splits and Trading Volume"
LNKD,"LinkedIn (LNKD) Prices, Dividends, Splits and Trading Volume"
LIOX,"Lionbridge Technologies Inc. (LIOX) Prices, Dividends, Splits and Trading Volume"
LGF,"Lions Gate Entertainment Corp. (LGF) Prices, Dividends, Splits and Trading Volume"
LQDT,"Liquidity Services Inc. (LQDT) Prices, Dividends, Splits and Trading Volume"
LAD,"Lithia Motors Inc. (LAD) Prices, Dividends, Splits and Trading Volume"
LFUS,"Littelfuse Inc. (LFUS) Prices, Dividends, Splits and Trading Volume"
LYV,"Live Nation Entertainment (LYV) Prices, Dividends, Splits and Trading Volume"
LPSN,"LivePerson Inc. (LPSN) Prices, Dividends, Splits and Trading Volume"
LKQ,"LKQ Corporation (LKQ) Prices, Dividends, Splits and Trading Volume"
LMIA,"LMI Aerospace Inc. (LMIA) Prices, Dividends, Splits and Trading Volume"
LOGM,"LogMeIn Inc. (LOGM) Prices, Dividends, Splits and Trading Volume"
LORL,"Loral Space and Communications Inc. (LORL) Prices, Dividends, Splits and Trading Volume"
LPX,"Louisiana-Pacific Corp. (LPX) Prices, Dividends, Splits and Trading Volume"
LPLA,"LPL Financial Holdings Inc. (LPLA) Prices, Dividends, Splits and Trading Volume"
LXU,"LSB Industries Inc. (LXU) Prices, Dividends, Splits and Trading Volume"
LYTS,"LSI Industries Inc. (LYTS) Prices, Dividends, Splits and Trading Volume"
LTXC,"LTX-Credence Corporation (LTXC) Prices, Dividends, Splits and Trading Volume"
LUB,"Lubys Inc. (LUB) Prices, Dividends, Splits and Trading Volume"
LL,"Lumber Liquidators Holdings (LL) Prices, Dividends, Splits and Trading Volume"
LMNX,"Luminex Corporation (LMNX) Prices, Dividends, Splits and Trading Volume"
LMOS,"Lumos Networks Corp. (LMOS) Prices, Dividends, Splits and Trading Volume"
LXFT,"Luxoft Holding Inc. (LXFT) Prices, Dividends, Splits and Trading Volume"
LDL,"Lydall Inc. (LDL) Prices, Dividends, Splits and Trading Volume"
MHO,"M/I Homes (MHO) Prices, Dividends, Splits and Trading Volume"
MTSI,"M/A-COM Technology Solutions Holdings Inc. (MTSI) Prices, Dividends, Splits and Trading Volume"
MCBC,"Macatawa Bank Corp. (MCBC) Prices, Dividends, Splits and Trading Volume"
MGNX,"MacroGenics Inc (MGNX) Prices, Dividends, Splits and Trading Volume"
MSG,"MSG Network Inc (MSG) Prices, Dividends, Splits and Trading Volume"
MGLN,"Magellan Health Services Inc. (MGLN) Prices, Dividends, Splits and Trading Volume"
CALL,"magicJack VocalTec Ltd (CALL) Prices, Dividends, Splits and Trading Volume"
MHR,"Magnum Hunter Resources Corp (MHR) Prices, Dividends, Splits and Trading Volume"
MHLD,"Maiden Holdings Ltd (MHLD) Prices, Dividends, Splits and Trading Volume"
MAIN,"Main Street Capital Corp (MAIN) Prices, Dividends, Splits and Trading Volume"
MSFG,"MainSource Financial Group Inc (MSFG) Prices, Dividends, Splits and Trading Volume"
MBUU,"Malibu Boats Inc (MBUU) Prices, Dividends, Splits and Trading Volume"
MNK,"Mallinckrodt plc (MNK) Prices, Dividends, Splits and Trading Volume"
MANH,"Manhattan Associates Inc. (MANH) Prices, Dividends, Splits and Trading Volume"
MNTX,"Manitex International Inc. (MNTX) Prices, Dividends, Splits and Trading Volume"
MTW,"Manitowoc Co. Inc. (MTW) Prices, Dividends, Splits and Trading Volume"
MN,"Manning & Napier Inc. (MN) Prices, Dividends, Splits and Trading Volume"
MNKD,"MannKind Corporation (MNKD) Prices, Dividends, Splits and Trading Volume"
MAN,"ManpowerGroup (MAN) Prices, Dividends, Splits and Trading Volume"
MANT,"ManTech International Corp (MANT) Prices, Dividends, Splits and Trading Volume"
MCHX,"Marchex Inc (MCHX) Prices, Dividends, Splits and Trading Volume"
MMI,"Marcus & Millichap Inc (MMI) Prices, Dividends, Splits and Trading Volume"
MCS,"Marcus Corp. (MCS) Prices, Dividends, Splits and Trading Volume"
MRIN,"Marin Software Inc (MRIN) Prices, Dividends, Splits and Trading Volume"
MPX,"Marine Products Corp. (MPX) Prices, Dividends, Splits and Trading Volume"
HZO,"MarineMax Inc (DE) (HZO) Prices, Dividends, Splits and Trading Volume"
MKL,"Markel Corp. (MKL) Prices, Dividends, Splits and Trading Volume"
MKTX,"MarketAxess Holdings Inc. (MKTX) Prices, Dividends, Splits and Trading Volume"
MKTO,"Marketo Inc. (MKTO) Prices, Dividends, Splits and Trading Volume"
MRLN,"Marlin Business Services Corp (MRLN) Prices, Dividends, Splits and Trading Volume"
MBII,"Marrone Bio Innovations Inc (MBII) Prices, Dividends, Splits and Trading Volume"
VAC,"Marriott Vacations Worldwide Corp. (VAC) Prices, Dividends, Splits and Trading Volume"
MRTN,"Marten Transport Ltd. (MRTN) Prices, Dividends, Splits and Trading Volume"
MSO,"Martha Stewart Living Omnimedia Inc. (MSO) Prices, Dividends, Splits and Trading Volume"
MLM,"Martin Marietta Materials Inc. (MLM) Prices, Dividends, Splits and Trading Volume"
MRVL,"Marvell Technology Group Ltd. (MRVL) Prices, Dividends, Splits and Trading Volume"
MASI,"Masimo Corporation (MASI) Prices, Dividends, Splits and Trading Volume"
DOOR,"Masonite International Corp (DOOR) Prices, Dividends, Splits and Trading Volume"
MTZ,"MasTec Inc. (MTZ) Prices, Dividends, Splits and Trading Volume"
MTDR,"Matador Resources (MTDR) Prices, Dividends, Splits and Trading Volume"
MTRN,"Materion Corp (MTRN) Prices, Dividends, Splits and Trading Volume"
MTRX,"Matrix Service Company (MTRX) Prices, Dividends, Splits and Trading Volume"
MATX,"Matson Inc (MATX) Prices, Dividends, Splits and Trading Volume"
MATW,"Matthews International Corp (MATW) Prices, Dividends, Splits and Trading Volume"
MFRM,"Mattress Firm Holding Corp. (MFRM) Prices, Dividends, Splits and Trading Volume"
MVNR,"Mavenir Systems Inc. (MVNR) Prices, Dividends, Splits and Trading Volume"
MXIM,"Maxim Integrated Products Inc. (MXIM) Prices, Dividends, Splits and Trading Volume"
MMS,"MAXIMUS Inc. (MMS) Prices, Dividends, Splits and Trading Volume"
MXL,"MaxLinear (MXL) Prices, Dividends, Splits and Trading Volume"
MXWL,"Maxwell Technologies Inc. (MXWL) Prices, Dividends, Splits and Trading Volume"
MBFI,"MB Financial Inc (MBFI) Prices, Dividends, Splits and Trading Volume"
MBI,"MBIA Inc. (MBI) Prices, Dividends, Splits and Trading Volume"
MNI,"McClatchy Co. Cl A (MNI) Prices, Dividends, Splits and Trading Volume"
MDR,"McDermott International Inc. (MDR) Prices, Dividends, Splits and Trading Volume"
MCGC,"MCG Capital Corp (MCGC) Prices, Dividends, Splits and Trading Volume"
MGRC,"McGrath Rent Corp. (MGRC) Prices, Dividends, Splits and Trading Volume"
MDC,"M.D.C. Holdings Inc. (MDC) Prices, Dividends, Splits and Trading Volume"
MDCA,"MDC Partners Inc (MDCA) Prices, Dividends, Splits and Trading Volume"
MDU,"MDU Resources Group Inc. (MDU) Prices, Dividends, Splits and Trading Volume"
MIG,"Meadowbrook Insurance Group Inc. (MIG) Prices, Dividends, Splits and Trading Volume"
MEAS,"Measurement Specialties Inc. Prices, Dividends, Splits and Trading Volume"
TAXI,"Medallion Financial Corp. (TAXI) Prices, Dividends, Splits and Trading Volume"
MDAS,"MedAssets Inc. (MDAS) Prices, Dividends, Splits and Trading Volume"
MEG,"Media General Inc. Cl A (MEG) Prices, Dividends, Splits and Trading Volume"
MDCI,"Medical Action Industries Inc. (MDCI) Prices, Dividends, Splits and Trading Volume"
MDCO,"Medicines Company (MDCO) Prices, Dividends, Splits and Trading Volume"
MED,"Medifast Inc (MED) Prices, Dividends, Splits and Trading Volume"
MDSO,"Medidata Solutions Inc. (MDSO) Prices, Dividends, Splits and Trading Volume"
MDVN,"Medivation Inc (MDVN) Prices, Dividends, Splits and Trading Volume"
MCC,"Medley Capital Corp (MCC) Prices, Dividends, Splits and Trading Volume"
MD,"Mednax (MD) Prices, Dividends, Splits and Trading Volume"
MEIP,"MEI Pharma Inc. (MEIP) Prices, Dividends, Splits and Trading Volume"
MW,"Men's Wearhouse Inc. (The) (MW) Prices, Dividends, Splits and Trading Volume"
MENT,"Mentor Graphics Corp (MENT) Prices, Dividends, Splits and Trading Volume"
MBWM,"Mercantile Bank Corp. (MBWM) Prices, Dividends, Splits and Trading Volume"
MBVT,"Merchants Bancshares Inc. (Burlington VT) (MBVT) Prices, Dividends, Splits and Trading Volume"
MCY,"Mercury General Corp. (MCY) Prices, Dividends, Splits and Trading Volume"
MRCY,"Mercury Systems Inc (MRCY) Prices, Dividends, Splits and Trading Volume"
MDP,"Meredith Corp (MDP) Prices, Dividends, Splits and Trading Volume"
MRGE,"Merge Healthcare Inc (MRGE) Prices, Dividends, Splits and Trading Volume"
VIVO,"Meridian Bioscience Inc. (VIVO) Prices, Dividends, Splits and Trading Volume"
EBSB,"Meridian Bancorp Inc (EBSB) Prices, Dividends, Splits and Trading Volume"
MMSI,"Merit Medical Systems Inc. (MMSI) Prices, Dividends, Splits and Trading Volume"
MTH,"Meritage Homes Corp. (MTH) Prices, Dividends, Splits and Trading Volume"
MTOR,"Meritor (MTOR) Prices, Dividends, Splits and Trading Volume"
MACK,"Merrimack Pharmaceuticals Inc. (MACK) Prices, Dividends, Splits and Trading Volume"
MLAB,"Mesa Laboratories Inc. (MLAB) Prices, Dividends, Splits and Trading Volume"
CASH,"Meta Financial Group Inc (CASH) Prices, Dividends, Splits and Trading Volume"
MEI,"Methode Electronics Inc. (MEI) Prices, Dividends, Splits and Trading Volume"
METR,"Metro Bancorp Inc (PA) (METR) Prices, Dividends, Splits and Trading Volume"
MTD,"Mettler-Toledo International Inc. (MTD) Prices, Dividends, Splits and Trading Volume"
MIL,"MFC Industrial Ltd. (MIL) Prices, Dividends, Splits and Trading Volume"
MGEE,"MGE Energy Inc (MGEE) Prices, Dividends, Splits and Trading Volume"
MTG,"MGIC Investment Corp. (MTG) Prices, Dividends, Splits and Trading Volume"
MGM,"MGM Resorts International (MGM) Prices, Dividends, Splits and Trading Volume"
MCRL,"Micrel Inc. (MCRL) Prices, Dividends, Splits and Trading Volume"
MCRS,"MICROS Systems, Inc. (MCRS) Prices, Dividends, Splits and Trading Volume"
MSCC,"Microsemi Corporation (MSCC) Prices, Dividends, Splits and Trading Volume"
MSTR,"MicroStrategy Incorporated (MSTR) Prices, Dividends, Splits and Trading Volume"
MBRG,"Middleburg Financial Corp. (MBRG) Prices, Dividends, Splits and Trading Volume"
MIDD,"Middleby Corp. (MIDD) Prices, Dividends, Splits and Trading Volume"
MSEX,"Middlesex Water Co. (MSEX) Prices, Dividends, Splits and Trading Volume"
MSL,"MidSouth Bancorp Inc. (MSL) Prices, Dividends, Splits and Trading Volume"
MDW,"Midway Gold Corp. (MDW) Prices, Dividends, Splits and Trading Volume"
MPO,"Midstates Petroleum Co Inc (MPO) Prices, Dividends, Splits and Trading Volume"
MOFG,"MidWestOne Financial Group Inc. (MOFG) Prices, Dividends, Splits and Trading Volume"
MM,"Millennial Media (MM) Prices, Dividends, Splits and Trading Volume"
MILL,"Miller Energy Resources (MILL) Prices, Dividends, Splits and Trading Volume"
MLR,"Miller Industries Inc. (TN) (MLR) Prices, Dividends, Splits and Trading Volume"
MDXG,"MiMedx Group Inc (MDXG) Prices, Dividends, Splits and Trading Volume"
MSA,"MSA Safety Inc (MSA) Prices, Dividends, Splits and Trading Volume"
MTX,"Minerals Technologies Inc. (MTX) Prices, Dividends, Splits and Trading Volume"
MRTX,"Mirati Therapeutics Inc (MRTX) Prices, Dividends, Splits and Trading Volume"
MG,"Mistras Group (MG) Prices, Dividends, Splits and Trading Volume"
MIND,"Mitcham Industries Inc. (MIND) Prices, Dividends, Splits and Trading Volume"
MITK,"Mitek Systems Inc. (MITK) Prices, Dividends, Splits and Trading Volume"
MKSI,"MKS Instruments Inc. (MKSI) Prices, Dividends, Splits and Trading Volume"
MINI,"Mobile Mini Inc. (MINI) Prices, Dividends, Splits and Trading Volume"
MODN,"Model N Inc (MODN) Prices, Dividends, Splits and Trading Volume"
MOD,"Modine Manufacturing Co. (MOD) Prices, Dividends, Splits and Trading Volume"
MLNK,"ModusLink Global Solutions Inc. (MLNK) Prices, Dividends, Splits and Trading Volume"
MOH,"Molina Healthcare Inc. (MOH) Prices, Dividends, Splits and Trading Volume"
MNTA,"Momenta Pharmaceuticals Inc. (MNTA) Prices, Dividends, Splits and Trading Volume"
MCP,"Molycorp (MCP) Prices, Dividends, Splits and Trading Volume"
MCRI,"Monarch Casino & Resort Inc. (MCRI) Prices, Dividends, Splits and Trading Volume"
MGI,"Moneygram International Inc. (MGI) Prices, Dividends, Splits and Trading Volume"
TYPE,"Monotype Imaging Holdings Inc (TYPE) Prices, Dividends, Splits and Trading Volume"
MNRO,"Monro Muffler Brake Inc. (MNRO) Prices, Dividends, Splits and Trading Volume"
MPWR,"Monolithic Power Systems Inc (MPWR) Prices, Dividends, Splits and Trading Volume"
MWW,"Monster Worldwide Inc. (MWW) Prices, Dividends, Splits and Trading Volume"
MRH,"Montpelier Re Holdings Ltd. (MRH) Prices, Dividends, Splits and Trading Volume"
MHGC,"Morgans Hotel Group Co. (MHGC) Prices, Dividends, Splits and Trading Volume"
MORN,"Morningstar Inc (MORN) Prices, Dividends, Splits and Trading Volume"
MOSY,"MoSys Inc. (MOSY) Prices, Dividends, Splits and Trading Volume"
MPAA,"Motorcar Parts  of America Inc. (MPAA) Prices, Dividends, Splits and Trading Volume"
MOVE,"Move Inc. (MOVE) Prices, Dividends, Splits and Trading Volume"
MOV,"Movado Group Inc. (MOV) Prices, Dividends, Splits and Trading Volume"
MRC,"MRC Global (MRC) Prices, Dividends, Splits and Trading Volume"
MSCI,"MSCI Inc (MSCI) Prices, Dividends, Splits and Trading Volume"
MSM,"MSC Industrial Direct Co. Inc. (MSM) Prices, Dividends, Splits and Trading Volume"
MTSC,"MTS Systems Corp. (MTSC) Prices, Dividends, Splits and Trading Volume"
MLI,"Mueller Industries Inc. (MLI) Prices, Dividends, Splits and Trading Volume"
MWA,"Mueller Water Products (MWA) Prices, Dividends, Splits and Trading Volume"
LABL,"Multi-Color Corp. (LABL) Prices, Dividends, Splits and Trading Volume"
MFLX,"Multi-Fineline Electronix Inc. (MFLX) Prices, Dividends, Splits and Trading Volume"
MGAM,"Multimedia Games Holding Company Inc. (MGAM) Prices, Dividends, Splits and Trading Volume"
MUSA,"Murphy USA (MUSA) Prices, Dividends, Splits and Trading Volume"
MVC,"MVC Capital Inc (MVC) Prices, Dividends, Splits and Trading Volume"
MWIV,"MWI Veterinary Supply Inc (MWIV) Prices, Dividends, Splits and Trading Volume"
MYE,"Myers Industries Inc. (MYE) Prices, Dividends, Splits and Trading Volume"
MYRG,"MYR Group Inc. (MYRG) Prices, Dividends, Splits and Trading Volume"
MYGN,"Myriad Genetics Inc. (MYGN) Prices, Dividends, Splits and Trading Volume"
NBTB,"NBT Bancorp Inc. (NBTB) Prices, Dividends, Splits and Trading Volume"
NC,"NACCO Industries Inc. Cl A (NC) Prices, Dividends, Splits and Trading Volume"
NANO,"Nanometrics Incorporated (NANO) Prices, Dividends, Splits and Trading Volume"
NSPH,"Nanosphere Inc (NSPH) Prices, Dividends, Splits and Trading Volume"
NSTG,"NanoString Technologies Inc. (NSTG) Prices, Dividends, Splits and Trading Volume"
NNVC,"NanoViricides Inc. (NNVC) Prices, Dividends, Splits and Trading Volume"
NASB,"NASB Financial Inc. (NASB) Prices, Dividends, Splits and Trading Volume"
NATH,"Nathan's Famous Inc. (NATH) Prices, Dividends, Splits and Trading Volume"
NBHC,"National Bank Holdings Corp (NBHC) Prices, Dividends, Splits and Trading Volume"
FIZZ,"National Beverage Corp. (FIZZ) Prices, Dividends, Splits and Trading Volume"
NKSH,"National Bankshares Inc. (VA) (NKSH) Prices, Dividends, Splits and Trading Volume"
NFG,"National Fuel Gas Co. (NJ) (NFG) Prices, Dividends, Splits and Trading Volume"
NCMI,"National CineMedia Inc (NCMI) Prices, Dividends, Splits and Trading Volume"
NHC,"National Healthcare Corp. (NHC) Prices, Dividends, Splits and Trading Volume"
NATI,"National Instruments Corp. (NATI) Prices, Dividends, Splits and Trading Volume"
NATL,"National Interstate Corp (NATL) Prices, Dividends, Splits and Trading Volume"
NPK,"National Presto Industries Inc. (NPK) Prices, Dividends, Splits and Trading Volume"
NRCIA,"National Research Corp (NRCIA) Prices, Dividends, Splits and Trading Volume"
NSM,"Nationstar Mortgage Holdings (NSM) Prices, Dividends, Splits and Trading Volume"
NWLI,"National Western Life Group Inc (NWLI) Prices, Dividends, Splits and Trading Volume"
NPBC,"National Penn Bancshares Inc (Boyertown Penn.) (NPBC) Prices, Dividends, Splits and Trading Volume"
NGS,"Natural Gas Services Group Inc. (NGS) Prices, Dividends, Splits and Trading Volume"
NGVC,"Natural Grocers by Vitamin Cottage Inc (NGVC) Prices, Dividends, Splits and Trading Volume"
NATR,"Nature's Sunshine Products Inc. (NATR) Prices, Dividends, Splits and Trading Volume"
BABY,"Natus Medical Incorporated (BABY) Prices, Dividends, Splits and Trading Volume"
NLS,"Nautilus (NLS) Prices, Dividends, Splits and Trading Volume"
NAVB,"Navidea Biopharmaceuticals (NAVB) Prices, Dividends, Splits and Trading Volume"
NCI,"Navigant Consulting Inc. (NCI) Prices, Dividends, Splits and Trading Volume"
NNA,"Navios Maritime Acquisition Corp (NNA) Prices, Dividends, Splits and Trading Volume"
NAVG,"Navigators Group Inc. (NAVG) Prices, Dividends, Splits and Trading Volume"
NM,"Navios Maritime Holdings Inc (NM) Prices, Dividends, Splits and Trading Volume"
NAV,"Navistar International (NAV) Prices, Dividends, Splits and Trading Volume"
NCS,"NCI Building Systems Inc. (NCS) Prices, Dividends, Splits and Trading Volume"
NCR,"NCR Corp. (NCR) Prices, Dividends, Splits and Trading Volume"
NP,"Neenah Paper Inc (NP) Prices, Dividends, Splits and Trading Volume"
NKTR,"Nektar Therapeutics (NKTR) Prices, Dividends, Splits and Trading Volume"
NNI,"Nelnet Inc (NNI) Prices, Dividends, Splits and Trading Volume"
NEO,"NeoGenomics Inc. (NEO) Prices, Dividends, Splits and Trading Volume"
NEOG,"Neogen Corp. (NEOG) Prices, Dividends, Splits and Trading Volume"
NEON,"Neonode Inc. (NEON) Prices, Dividends, Splits and Trading Volume"
NBS,"NeoStem Incorporated (NBS) Prices, Dividends, Splits and Trading Volume"
NPTN,"Neophotonics (NPTN) Prices, Dividends, Splits and Trading Volume"
NETE,"Net Element Inc. (NETE) Prices, Dividends, Splits and Trading Volume"
NTGR,"NETGEAR Inc. (NTGR) Prices, Dividends, Splits and Trading Volume"
NTCT,"NetScout Systems Inc. (NTCT) Prices, Dividends, Splits and Trading Volume"
N,"NetSuite (N) Prices, Dividends, Splits and Trading Volume"
CUR,"Neuralstem Inc (CUR) Prices, Dividends, Splits and Trading Volume"
NBIX,"Neurocrine Biosciences Inc. (NBIX) Prices, Dividends, Splits and Trading Volume"
NSR,"NeuStar Cl A (NSR) Prices, Dividends, Splits and Trading Volume"
NWHM,"New Home Company Inc (NWHM) Prices, Dividends, Splits and Trading Volume"
NJR,"New Jersey Resources Corp (NJR) Prices, Dividends, Splits and Trading Volume"
NEWM,"New Media Investment Group Inc (NEWM) Prices, Dividends, Splits and Trading Volume"
NMFC,"New Mountain Finance Corp (NMFC) Prices, Dividends, Splits and Trading Volume"
NWY,"New York & Co. Inc (NWY) Prices, Dividends, Splits and Trading Volume"
NYCB,"New York Community Bancorp Inc. (NYCB) Prices, Dividends, Splits and Trading Volume"
NYT,"New York Times Co. (NYT) Prices, Dividends, Splits and Trading Volume"
NBBC,"NewBridge Bancorp (NBBC) Prices, Dividends, Splits and Trading Volume"
NLNK,"NewLink Genetics Corporation (NLNK) Prices, Dividends, Splits and Trading Volume"
NEU,"NewMarket Corp (NEU) Prices, Dividends, Splits and Trading Volume"
NR,"Newpark Resources Inc. (NR) Prices, Dividends, Splits and Trading Volume"
NEWP,"Newport Corporation (NEWP) Prices, Dividends, Splits and Trading Volume"
NWS,"News Corp (New) (NWS) Prices, Dividends, Splits and Trading Volume"
NEWS,"NewStar Financial Inc. (NEWS) Prices, Dividends, Splits and Trading Volume"
NXST,"Nexstar Broadcasting Group Inc (NXST) Prices, Dividends, Splits and Trading Volume"
NGPC,"NGP Capital Resources Company (NGPC) Prices, Dividends, Splits and Trading Volume"
EGOV,"NIC Inc. (EGOV) Prices, Dividends, Splits and Trading Volume"
NICK,"Nicholas Financial Inc (BC) (NICK) Prices, Dividends, Splits and Trading Volume"
NIHD,"NII Holdings Inc. (NIHD) Prices, Dividends, Splits and Trading Volume"
NMBL,"Nimble Storage Inc (NMBL) Prices, Dividends, Splits and Trading Volume"
NL,"NL Industries Inc. (NL) Prices, Dividends, Splits and Trading Volume"
NMIH,"NMI Holdings Inc (NMIH) Prices, Dividends, Splits and Trading Volume"
NNBR,"NN Inc (NNBR) Prices, Dividends, Splits and Trading Volume"
NDLS,"Noodles & Company (NDLS) Prices, Dividends, Splits and Trading Volume"
NOR,"Noranda Aluminum Holding (NOR) Prices, Dividends, Splits and Trading Volume"
NCFT,"Norcraft Cos. Inc (NCFT) Prices, Dividends, Splits and Trading Volume"
NAT,"Nordic American Tankers Ltd (NAT) Prices, Dividends, Splits and Trading Volume"
NDSN,"Nordson Corp. (NDSN) Prices, Dividends, Splits and Trading Volume"
NTK,"Nortek Inc. (NTK) Prices, Dividends, Splits and Trading Volume"
NADL,"North Atlantic Drilling Ltd (NADL) Prices, Dividends, Splits and Trading Volume"
NOG,"Northern Oil And Gas (NOG) Prices, Dividends, Splits and Trading Volume"
NFBK,"Northfield Bancorp Inc (DE) (NFBK) Prices, Dividends, Splits and Trading Volume"
NRIM,"Northrim BancCorp Inc (NRIM) Prices, Dividends, Splits and Trading Volume"
NWBI,"Northwest Bancshares Inc. (MD) (NWBI) Prices, Dividends, Splits and Trading Volume"
NWBO,"Northwest Biotherapeutics Inc. (NWBO) Prices, Dividends, Splits and Trading Volume"
NWPX,"Northwest Pipe Company (NWPX) Prices, Dividends, Splits and Trading Volume"
NWN,"Northwest Natural Gas Co. (NWN) Prices, Dividends, Splits and Trading Volume"
NWE,"Northwestern Corp. (NWE) Prices, Dividends, Splits and Trading Volume"
NCLH,"Norwegian Cruise Line Holdings Ltd. (NCLH) Prices, Dividends, Splits and Trading Volume"
NVAX,"Novavax Inc. (NVAX) Prices, Dividends, Splits and Trading Volume"
NYLD,"NRG Yield Inc (NYLD) Prices, Dividends, Splits and Trading Volume"
NPSP,"NPS Pharmaceuticals Inc. (NPSP) Prices, Dividends, Splits and Trading Volume"
NTLS,"NTELOS Holdings Corp (NTLS) Prices, Dividends, Splits and Trading Volume"
